Species	Term Accession	Term	Object	RGD ID	Symbol	Name	Type	Qualifiers	Evidence	Chr	Start	Stop	Reference(s)	Source(s)	Original Reference(s)	Notes
Human	GO:0033673	negative regulation of kinase activity	gene	1318780	CSK	C-terminal Src kinase	protein-coding	involved_in	ISO	15	74,782,080	74,803,197	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:10411542 	
Human	GO:0033673	negative regulation of kinase activity	gene	1312254	DDR2	discoidin domain receptor tyrosine kinase 2	protein-coding	involved_in	IEA	 1	162,630,863	162,787,405	RGD, Ensembl	RGD,Ensembl	PMID:19762078 	
Human	GO:0033673	negative regulation of kinase activity	gene	731482	HNRNPU	heterogeneous nuclear ribonucleoprotein U	protein-coding	involved_in	IMP	 1	244,850,297	244,864,543	UniProt, UniProt	UniProt	PMID:10490622 	  (PMID:10490622)
Human	GO:0033673	negative regulation of kinase activity	gene	736204	IRS2	insulin receptor substrate 2	protein-coding	involved_in	ISS	13	109,752,695	109,786,583	BHF-UCL, Ensembl, BHF-UCL	BHF-UCL,Ensembl	 	
Human	GO:0033673	negative regulation of kinase activity	gene	736496	MAPT	microtubule associated protein tau	protein-coding	involved_in	IMP	17	45,894,554	46,028,334	ParkinsonsUK-UCL, ParkinsonsUK-UCL	ParkinsonsUK-UCL	PMID:20655099 	  (PMID:20655099)
Human	GO:0033673	negative regulation of kinase activity	gene	736334	MSTN	myostatin	protein-coding	involved_in	IEA	 2	190,055,700	190,062,729	Ensembl, Ensembl	Ensembl	 	
Human	GO:0033673	negative regulation of kinase activity	gene	1352448	MYCNOS	MYCN opposite strand	ncrna	involved_in	IDA	 2	15,936,265	15,942,433	UniProt, UniProt	UniProt	PMID:24391509 	  (PMID:24391509)
Human	GO:0033673	negative regulation of kinase activity	gene	1318978	NPRL2	NPR2 like, GATOR1 complex subunit	protein-coding	involved_in	IDA	 3	50,347,330	50,350,775	UniProt, UniProt	UniProt	PMID:18616680 	  (PMID:18616680)
Human	GO:0033673	negative regulation of kinase activity	gene	1349610	PRDX3	peroxiredoxin 3	protein-coding	involved_in	IDA	10	119,167,720	119,178,812	UniProt, UniProt	UniProt	PMID:18205602 	  (PMID:18205602)
Human	GO:0033673	negative regulation of kinase activity	gene	733778	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	protein-coding		ISO	17	76,309,478	76,354,198	RGD	RGD	PMID:9366267 	
Human	GO:0033673	negative regulation of kinase activity	gene	1343905	WNK1	WNK lysine deficient protein kinase 1	protein-coding		ISO	12	752,579	911,452	RGD	RGD	PMID:15081430 	due to an autoinhibitory domain
Human	GO:1903634	negative regulation of leucine-tRNA ligase activity	gene	732128	RGN	regucalcin	protein-coding	involved_in	ISO	  X	47,078,443	47,093,313	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:2280766 	
Human	GO:0060192	negative regulation of lipase activity	gene	735962	APOA1	apolipoprotein A1	protein-coding		ISO	11	116,835,751	116,837,950	RGD	RGD	PMID:10419291 	
Human	GO:0060192	negative regulation of lipase activity	gene	737360	APOA2	apolipoprotein A2	protein-coding	involved_in,acts_upstream_of_or_within	IBA	 1	161,222,292	161,223,628	BHF-UCL, GO_Central, BHF-UCL, Ensembl, MGI, GO_Central	BHF-UCL,GO_Central,Ensembl,MGI	PMID:10357838 PMID:14967812 PMID:21873635 	  (PMID:14967812),  (PMID:21873635),  (MGI:1339279|PMID:10357838)
Human	GO:0060192	negative regulation of lipase activity	gene	2881444	PLIN5	perilipin 5	protein-coding	involved_in	IEA	19	4,522,531	4,535,224	UniProt, UniProt, Ensembl	UniProt,Ensembl	 	
Human	GO:0060192	negative regulation of lipase activity	gene	68468	POR	cytochrome p450 oxidoreductase	protein-coding	involved_in	ISO	 7	75,915,155	75,986,855	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:18801337 	phospholipase D
Human	GO:0090219	negative regulation of lipid kinase activity	gene	1317550	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	protein-coding	involved_in	IMP	 1	212,285,410	212,361,853	BHF-UCL, BHF-UCL	BHF-UCL	PMID:21075214 	  (PMID:21075214)
Human	GO:0051005	negative regulation of lipoprotein lipase activity	gene	1346260	ANGPTL3	angiopoietin like 3	protein-coding	involved_in	IDA	 1	62,597,520	62,606,313	BHF-UCL, BHF-UCL	BHF-UCL	PMID:17110602 PMID:19542565 	  (PMID:17110602), (PMID:19542565)
Human	GO:0051005	negative regulation of lipoprotein lipase activity	gene	1344384	ANGPTL4	angiopoietin like 4	protein-coding	involved_in	IEA	19	8,364,155	8,374,370	ARUK-UCL, BHF-UCL, Ensembl	ARUK-UCL,BHF-UCL,Ensembl	PMID:19542565 PMID:29899144 	  (PMID:19542565), (PMID:29899144)
Human	GO:0051005	negative regulation of lipoprotein lipase activity	gene	735472	APOC1	apolipoprotein C1	protein-coding	involved_in	IBA	19	44,914,325	44,919,346	BHF-UCL, BHF-UCL, GO_Central, GO_Central	BHF-UCL,GO_Central	PMID:15576844 PMID:21873635 	  (PMID:15576844),  (PMID:21873635)
Human	GO:0051005	negative regulation of lipoprotein lipase activity	gene	737569	APOC3	apolipoprotein C3	protein-coding	involved_in	IDA	11	116,829,907	116,833,072	GO_Central, BHF-UCL, GO_Central, BHF-UCL	GO_Central,BHF-UCL	PMID:3973011 PMID:11060345 PMID:18635818 PMID:21873635 	  (PMID:21873635),  (PMID:11060345), (PMID:18635818), (PMID:3973011)
Human	GO:0051005	negative regulation of lipoprotein lipase activity	gene	1353912	HDAC9	histone deacetylase 9	protein-coding	involved_in	IDA	 7	18,086,825	19,002,416	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:28855441 	  (PMID:28855441)
Human	GO:0051005	negative regulation of lipoprotein lipase activity	gene	1603085	MIR590	microRNA 590	ncrna	acts_upstream_of	IDA	 7	74,191,198	74,191,294	BHF-UCL	BHF-UCL	PMID:25149060 	  (PMID:25149060)
Human	GO:0051005	negative regulation of lipoprotein lipase activity	gene	731682	SORT1	sortilin 1	protein-coding	involved_in	IDA	 1	109,309,575	109,397,918	BHF-UCL, BHF-UCL	BHF-UCL	PMID:10085125 	  (PMID:10085125)
Human	GO:0051350	negative regulation of lyase activity	gene	1322769	PHPT1	phosphohistidine phosphatase 1	protein-coding	involved_in	IDA	 9	136,849,409	136,851,024	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20110805 PMID:20501872 	  (PMID:20110805), (PMID:20501872)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1351472	ADIPOQ	adiponectin, C1Q and collagen domain containing	protein-coding	involved_in	ISS	 3	186,842,710	186,858,463	UniProt, Ensembl, UniProt	UniProt,Ensembl	 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	731070	AGT	angiotensinogen	protein-coding	involved_in	IMP	 1	230,702,523	230,745,583	CACAO, CACAO	CACAO	PMID:28283184 	  (PMID:28283184)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	736378	APOE	apolipoprotein E	protein-coding	involved_in	IDA	19	44,905,796	44,909,393	BHF-UCL, BHF-UCL	BHF-UCL	PMID:9685360 	  (PMID:9685360)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	733110	BMP2	bone morphogenetic protein 2	protein-coding	acts_upstream_of	IDA	20	6,767,686	6,780,246	BHF-UCL, BHF-UCL	BHF-UCL	PMID:18382765 	  (PMID:18382765)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	730832	BMP4	bone morphogenetic protein 4	protein-coding	involved_in	IDA	14	53,949,736	53,956,891	UniProt, UniProt	UniProt	PMID:17244894 	  (PMID:17244894)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1344234	BMP7	bone morphogenetic protein 7	protein-coding	involved_in	IDA	20	57,168,753	57,266,641	UniProt, UniProt	UniProt	PMID:17244894 	  (PMID:17244894)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	619568	CAV1	caveolin 1	protein-coding	acts_upstream_of_or_within,involved_in	IEA	 7	116,525,009	116,561,185	MGI, Ensembl, Ensembl	MGI,Ensembl	PMID:12388746 	  (MGI:3703676|PMID:12388746)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1344208	CAV3	caveolin 3	protein-coding	involved_in	IMP	 3	8,733,802	8,746,758	BHF-UCL, BHF-UCL	BHF-UCL	PMID:12847114 	  (PMID:12847114)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1316966	CBLC	Cbl proto-oncogene C	protein-coding	involved_in	IDA	19	44,777,869	44,800,652	BHF-UCL, BHF-UCL	BHF-UCL	PMID:10362357 	  (PMID:10362357)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1344130	CD300A	CD300a molecule	protein-coding	involved_in	IDA	17	74,466,373	74,484,798	UniProt, UniProt	UniProt	PMID:16254138 	  (PMID:16254138)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	731437	CDK5RAP3	CDK5 regulatory subunit associated protein 3	protein-coding	involved_in	IMP	17	47,967,904	47,981,781	UniProt, UniProt	UniProt	PMID:21283629 	  (PMID:21283629)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	732352	DAB2IP	DAB2 interacting protein	protein-coding	involved_in	IMP	 9	121,567,074	121,785,530	BHF-UCL, BHF-UCL	BHF-UCL	PMID:12813029 PMID:20154697 	  (PMID:12813029),  (PMID:20154697)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1348589	DEFB114	defensin beta 114	protein-coding	involved_in	IMP	 6	49,960,249	49,964,164	UniProt, UniProt	UniProt	PMID:23482568 	  (PMID:23482568)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	732954	DUSP1	dual specificity phosphatase 1	protein-coding	involved_in	IDA	 5	172,768,096	172,771,195	UniProt, UniProt	UniProt	PMID:7593328 	  (PMID:7593328)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1350752	DUSP7	dual specificity phosphatase 7	protein-coding	involved_in	IDA	 3	52,048,919	52,056,571	UniProt, UniProt	UniProt	PMID:9788880 	  (PMID:9788880)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1353975	FEM1A	fem-1 homolog A	protein-coding	acts_upstream_of_or_within	ISO	19	4,791,734	4,801,273	MGI	MGI	PMID:18270204 	  (MGI:3790904|PMID:18270204)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1607089	GBA1	glucosylceramidase beta 1	protein-coding	involved_in	IMP	 1	155,234,452	155,244,627	BHF-UCL, BHF-UCL	BHF-UCL	PMID:19279008 	  (PMID:19279008)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	733891	GSK3B	glycogen synthase kinase 3 beta	protein-coding		ISO	 3	119,821,321	120,094,447	RGD	RGD	PMID:17182785 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	732257	GSTP1	glutathione S-transferase pi 1	protein-coding	involved_in	IDA	11	67,583,812	67,586,653	BHF-UCL, BHF-UCL	BHF-UCL	PMID:11408560 	  (PMID:11408560)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	731579	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	protein-coding	acts_upstream_of_or_within,involved_in	IEA	 5	75,336,529	75,362,116	MGI, Ensembl, Ensembl	MGI,Ensembl	PMID:12409258 	  (MGI:3610917|PMID:12409258)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	733698	HYAL2	hyaluronidase 2	protein-coding	involved_in	IDA	 3	50,317,808	50,322,745	UniProt, UniProt	UniProt	PMID:12676986 	  (PMID:12676986)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	730981	IL1B	interleukin 1 beta	protein-coding	involved_in	ISS	 2	112,829,751	112,836,779	BHF-UCL, Ensembl, BHF-UCL	BHF-UCL,Ensembl	PMID:16865359 	  (PMID:16865359)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1604357	INPP5K	inositol polyphosphate-5-phosphatase K	protein-coding	involved_in	IDA	17	1,494,577	1,516,612	UniProt, UniProt	UniProt	PMID:12556481 	  (PMID:12556481)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	68580	INPPL1	inositol polyphosphate phosphatase like 1	protein-coding		ISO	11	72,223,563	72,239,147	RGD	RGD	PMID:12933696 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1318853	IRAK3	interleukin 1 receptor associated kinase 3	protein-coding	involved_in	IBA	12	66,189,214	66,254,622	BHF-UCL, BHF-UCL, GO_Central, Ensembl, GO_Central	BHF-UCL,GO_Central,Ensembl	PMID:17379480 PMID:21873635 	  (PMID:17379480),  (PMID:21873635)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1603713	KNG1	kininogen 1	protein-coding		ISO	 3	186,717,359	186,744,410	RGD	RGD	PMID:16140359 	in ConA- or PHA-stimulated Jurkat cells
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1606285	LAX1	lymphocyte transmembrane adaptor 1	protein-coding	involved_in	IMP	 1	203,765,183	203,776,372	HGNC-UCL, HGNC-UCL	HGNC-UCL	PMID:12359715 	  (PMID:12359715)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	732668	LYN	LYN proto-oncogene, Src family tyrosine kinase	protein-coding	involved_in	ISS	 8	55,879,835	56,014,169	UniProt, Ensembl, UniProt	UniProt,Ensembl	 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1345735	MAPK7	mitogen-activated protein kinase 7	protein-coding	acts_upstream_of_or_within	ISO	17	19,377,750	19,383,544	MGI	MGI	PMID:11139578 PMID:11381262 	  (MGI:1933463|PMID:11139578), (MGI:2135469|PMID:11381262)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1344474	MIR218-1	microRNA 218-1	ncrna	involved_in	IDA	 4	20,528,275	20,528,384	BHF-UCL	BHF-UCL	PMID:21385766 	  (PMID:21385766)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1347035	MIR218-2	microRNA 218-2	ncrna	involved_in	IDA	 5	168,768,146	168,768,255	BHF-UCL	BHF-UCL	PMID:21385766 	  (PMID:21385766)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	737471	NF1	neurofibromin 1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	17	31,094,927	31,377,677	HGNC-UCL, MGI, HGNC-UCL, Ensembl	HGNC-UCL,MGI,Ensembl	PMID:10620616 PMID:11297510 PMID:12409258 	  (MGI:1932841|PMID:11297510),  (MGI:1351242|PMID:10620616),  (MGI:3610917|PMID:12409258)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1349933	NUP62	nucleoporin 62	protein-coding	involved_in	IEA	19	49,906,825	49,929,504	Ensembl, Ensembl	Ensembl	 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1321322	PAQR3	progestin and adipoQ receptor family member 3	protein-coding	acts_upstream_of_or_within,involved_in	IEA	 4	78,887,076	78,939,438	MGI, MGI, Ensembl	MGI,Ensembl	PMID:17724343 	  (PMID:17724343)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	732496	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	protein-coding	involved_in	ISS	 3	138,652,698	138,834,928	BHF-UCL, Ensembl, BHF-UCL	BHF-UCL,Ensembl	PMID:30496354 	  (PMID:30496354)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	69168	PPARG	peroxisome proliferator activated receptor gamma	protein-coding	acts_upstream_of_or_within	IDA	 3	12,287,368	12,434,344	BHF-UCL, BHF-UCL	BHF-UCL	PMID:18382765 	  (PMID:18382765)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	69026	PRKCD	protein kinase C delta	protein-coding	involved_in	IMP	 3	53,161,209	53,192,717	BHF-UCL, BHF-UCL	BHF-UCL	PMID:19279008 	  (PMID:19279008)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1343639	PTPN1	protein tyrosine phosphatase non-receptor type 1	protein-coding	involved_in	IMP	20	50,510,383	50,585,241	CACAO, CACAO	CACAO	PMID:22045810 	  (PMID:22045810)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	736589	PTPN5	protein tyrosine phosphatase non-receptor type 5	protein-coding		ISO	11	18,727,928	18,792,721	RGD	RGD	PMID:9857190 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	734188	PTPN6	protein tyrosine phosphatase non-receptor type 6	protein-coding	involved_in,acts_upstream_of_or_within	ISO	12	6,946,577	6,961,316	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:9064344 PMID:9254656 	  (MGI:1095647|PMID:9254656), (MGI:82729|PMID:9064344)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	736433	PTPRJ	protein tyrosine phosphatase receptor type J	protein-coding	involved_in	IBA	11	47,980,559	48,170,839	UniProt, GO_Central, UniProt, GO_Central	UniProt,GO_Central	PMID:19494114 PMID:21873635 	  (PMID:19494114),  (PMID:21873635)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	733515	RGS14	regulator of G protein signaling 14	protein-coding	involved_in	ISS	 5	177,357,924	177,372,596	UniProt, Ensembl, UniProt	UniProt,Ensembl	 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	732360	RGS2	regulator of G protein signaling 2	protein-coding	involved_in	ISS	 1	192,809,039	192,812,275	BHF-UCL, Ensembl, BHF-UCL	BHF-UCL,Ensembl	 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	68607	SH2B3	SH2B adaptor protein 3	protein-coding	involved_in	ISS	12	111,404,730	111,451,623	ARUK-UCL, Ensembl, ARUK-UCL	ARUK-UCL,Ensembl	 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1349414	SMPD1	sphingomyelin phosphodiesterase 1	protein-coding	involved_in	IMP	11	6,390,474	6,394,996	BHF-UCL, BHF-UCL	BHF-UCL	PMID:19279008 	  (PMID:19279008)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1322123	SORL1	sortilin related receptor 1	protein-coding	involved_in	IEA	11	121,452,314	121,633,763	Alzheimers_University_of_Toronto, Alzheimers_University_of_Toronto, Ensembl	Alzheimers_University_of_Toronto,Ensembl	 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1319561	SPRY1	sprouty RTK signaling antagonist 1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 4	123,396,795	123,403,760	GO_Central, GO_Central, Ensembl, MGI	GO_Central,Ensembl,MGI	PMID:16339969 PMID:21873635 	  (PMID:21873635),  (MGI:3614383|PMID:16339969)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1322949	SPRY2	sprouty RTK signaling antagonist 2	protein-coding	involved_in,acts_upstream_of_or_within	ISO	13	80,335,976	80,341,126	GO_Central, GO_Central, Ensembl, MGI	GO_Central,Ensembl,MGI	PMID:16339969 PMID:21873635 	  (PMID:21873635),  (MGI:3614383|PMID:16339969)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1349769	SPRY3	sprouty RTK signaling antagonist 3	protein-coding	involved_in	IBA	  X<br/>  Y	155,612,586<br/>56,954,316	155,782,459<br/>56,968,979	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1313286	SPRY4	sprouty RTK signaling antagonist 4	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 5	142,310,430	142,325,021	GO_Central, Ensembl, GO_Central, MGI	GO_Central,Ensembl,MGI	PMID:16339969 PMID:21873635 	  (PMID:21873635),  (MGI:3614383|PMID:16339969)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	1319806	STK38	serine/threonine kinase 38	protein-coding	involved_in	IDA	 6	36,493,892	36,547,479	UniProt, UniProt	UniProt	PMID:17906693 	  (PMID:17906693)
Human	GO:0043407	negative regulation of MAP kinase activity	gene	736193	TSC2	TSC complex subunit 2	protein-coding		ISO	16	2,047,985	2,089,491	RGD	RGD	PMID:14612383 	
Human	GO:0043407	negative regulation of MAP kinase activity	gene	733510	UCHL1	ubiquitin C-terminal hydrolase L1	protein-coding	involved_in	IDA	 4	41,256,928	41,268,455	BHF-UCL, BHF-UCL	BHF-UCL	PMID:19477270 	  (PMID:19477270)
Human	GO:1904684	negative regulation of metalloendopeptidase activity	gene	1349588	MIR152	microRNA 152	ncrna	involved_in	IDA	17	48,037,161	48,037,247	BHF-UCL	BHF-UCL	PMID:24813629 	  (PMID:24813629)
Human	GO:1904684	negative regulation of metalloendopeptidase activity	gene	1343846	MIR195	microRNA 195	ncrna	involved_in	ISS	17	7,017,615	7,017,701	BHF-UCL	BHF-UCL	 	
Human	GO:1904684	negative regulation of metalloendopeptidase activity	gene	1342757	MIR24-1	microRNA 24-1	ncrna	involved_in	ISS	 9	95,086,021	95,086,088	BHF-UCL	BHF-UCL	 	
